X0;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X60;X61;X62;X63;target;Y0;Y1
0.0;0.0;7.0;13.0;3.0;0.0;0.0;0.0;0.0;0.0;15.0;16.0;11.0;0.0;0.0;0.0;0.0;0.0;14.0;5.0;15.0;3.0;0.0;0.0;0.0;0.0;6.0;2.0;14.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;8.0;0.0;0.0;0.0;0.0;0.0;6.0;16.0;4.0;4.0;0.0;0.0;0.0;7.0;16.0;16.0;16.0;16.0;3.0;0.0;0.0;6.0;15.0;6.0;9.0;9.0;1.0;2.0;26.685336325617104;32.71219436107392
0.0;0.0;3.0;10.0;14.0;3.0;0.0;0.0;0.0;4.0;16.0;13.0;15.0;11.0;0.0;0.0;0.0;8.0;13.0;1.0;13.0;16.0;2.0;0.0;0.0;6.0;16.0;14.0;14.0;14.0;6.0;0.0;0.0;0.0;5.0;7.0;1.0;11.0;8.0;0.0;0.0;1.0;8.0;1.0;0.0;8.0;8.0;0.0;0.0;2.0;16.0;11.0;8.0;14.0;7.0;0.0;0.0;0.0;5.0;12.0;14.0;9.0;1.0;0.0;9.0;-35.703691402067975;20.12502486070562
0.0;2.0;13.0;16.0;16.0;16.0;11.0;0.0;0.0;5.0;16.0;10.0;5.0;4.0;1.0;0.0;0.0;6.0;16.0;7.0;3.0;0.0;0.0;0.0;0.0;9.0;16.0;16.0;16.0;6.0;0.0;0.0;0.0;3.0;8.0;4.0;11.0;15.0;0.0;0.0;0.0;0.0;0.0;1.0;12.0;15.0;0.0;0.0;0.0;0.0;4.0;13.0;16.0;6.0;0.0;0.0;0.0;2.0;16.0;15.0;8.0;0.0;0.0;0.0;5.0;-12.998714159383214;40.164911215205606
0.0;1.0;8.0;13.0;16.0;13.0;0.0;0.0;0.0;1.0;13.0;12.0;15.0;16.0;0.0;0.0;0.0;0.0;0.0;5.0;15.0;8.0;0.0;0.0;0.0;0.0;5.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0;16.0;11.0;1.0;0.0;0.0;0.0;0.0;2.0;13.0;16.0;11.0;0.0;0.0;0.0;0.0;0.0;2.0;14.0;16.0;4.0;0.0;0.0;0.0;13.0;16.0;15.0;7.0;0.0;0.0;3.0;-28.369014237641125;-5.212856291735294
0.0;0.0;6.0;13.0;2.0;0.0;0.0;0.0;0.0;4.0;16.0;16.0;16.0;11.0;0.0;0.0;0.0;0.0;12.0;11.0;1.0;6.0;1.0;0.0;0.0;0.0;12.0;14.0;10.0;2.0;0.0;0.0;0.0;0.0;1.0;8.0;12.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;14.0;0.0;0.0;0.0;0.0;4.0;9.0;16.0;5.0;0.0;0.0;0.0;0.0;9.0;14.0;4.0;0.0;0.0;0.0;5.0;-9.241613993687606;40.016749626089286
0.0;0.0;15.0;12.0;3.0;0.0;0.0;0.0;0.0;0.0;15.0;9.0;14.0;1.0;0.0;0.0;0.0;0.0;12.0;10.0;15.0;1.0;0.0;0.0;0.0;0.0;5.0;16.0;4.0;10.0;7.0;0.0;0.0;0.0;0.0;11.0;14.0;11.0;0.0;0.0;0.0;0.0;1.0;12.0;13.0;11.0;0.0;0.0;0.0;0.0;12.0;6.0;0.0;9.0;4.0;0.0;0.0;0.0;15.0;4.0;5.0;13.0;6.0;0.0;8.0;-11.199579263709763;17.182464958978404
0.0;4.0;16.0;16.0;16.0;16.0;5.0;0.0;0.0;11.0;16.0;8.0;5.0;8.0;3.0;0.0;0.0;10.0;16.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;16.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;16.0;2.0;0.0;0.0;0.0;0.0;0.0;6.0;16.0;11.0;0.0;0.0;0.0;0.0;4.0;16.0;12.0;1.0;0.0;0.0;0.0;5.0;-0.3529973533461286;42.17202184495552
0.0;0.0;0.0;11.0;16.0;3.0;0.0;0.0;0.0;0.0;5.0;16.0;16.0;5.0;0.0;0.0;0.0;6.0;16.0;15.0;16.0;3.0;0.0;0.0;0.0;11.0;11.0;10.0;16.0;1.0;0.0;0.0;0.0;0.0;0.0;10.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;16.0;2.0;0.0;0.0;0.0;0.0;0.0;7.0;16.0;2.0;0.0;0.0;1.0;15.418344252596269;3.438026701391969
0.0;0.0;0.0;13.0;15.0;4.0;0.0;0.0;0.0;0.0;11.0;16.0;9.0;4.0;0.0;0.0;0.0;1.0;16.0;14.0;0.0;0.0;0.0;0.0;0.0;5.0;16.0;7.0;0.0;0.0;0.0;0.0;0.0;5.0;16.0;16.0;14.0;4.0;0.0;0.0;0.0;2.0;15.0;9.0;7.0;15.0;5.0;0.0;0.0;0.0;11.0;13.0;4.0;12.0;13.0;0.0;0.0;0.0;1.0;13.0;16.0;16.0;10.0;0.0;6.0;31.840562653242795;-27.984375751056632
0.0;0.0;9.0;16.0;16.0;13.0;1.0;0.0;0.0;0.0;12.0;13.0;14.0;16.0;7.0;0.0;0.0;0.0;0.0;0.0;6.0;16.0;4.0;0.0;0.0;0.0;0.0;0.0;13.0;14.0;1.0;0.0;0.0;0.0;1.0;10.0;16.0;6.0;0.0;0.0;0.0;0.0;7.0;16.0;8.0;0.0;0.0;0.0;0.0;2.0;15.0;16.0;12.0;7.0;0.0;0.0;0.0;0.0;9.0;14.0;16.0;16.0;2.0;0.0;2.0;20.610621716869392;27.07557529554578
0.0;0.0;6.0;14.0;11.0;1.0;0.0;0.0;0.0;0.0;15.0;5.0;6.0;15.0;0.0;0.0;0.0;4.0;16.0;0.0;0.0;9.0;3.0;0.0;0.0;8.0;9.0;0.0;0.0;4.0;8.0;0.0;0.0;7.0;8.0;0.0;0.0;4.0;8.0;0.0;0.0;4.0;8.0;0.0;0.0;9.0;4.0;0.0;0.0;1.0;13.0;2.0;3.0;14.0;0.0;0.0;0.0;0.0;5.0;14.0;15.0;4.0;0.0;0.0;0.0;-7.19965051773748;-53.04640872084781
0.0;0.0;0.0;7.0;12.0;13.0;1.0;0.0;0.0;0.0;8.0;11.0;1.0;10.0;8.0;0.0;0.0;0.0;12.0;2.0;1.0;11.0;7.0;0.0;0.0;0.0;10.0;10.0;14.0;8.0;0.0;0.0;0.0;1.0;7.0;16.0;9.0;0.0;0.0;0.0;0.0;7.0;16.0;7.0;14.0;3.0;0.0;0.0;0.0;0.0;7.0;13.0;5.0;14.0;0.0;0.0;0.0;0.0;0.0;6.0;15.0;14.0;2.0;0.0;8.0;0.209224619302432;2.9904186258326075
0.0;0.0;0.0;4.0;12.0;15.0;4.0;0.0;0.0;0.0;3.0;14.0;4.0;10.0;8.0;0.0;0.0;0.0;4.0;12.0;5.0;14.0;2.0;0.0;0.0;0.0;4.0;16.0;14.0;3.0;0.0;0.0;0.0;1.0;12.0;15.0;13.0;0.0;0.0;0.0;0.0;6.0;13.0;1.0;12.0;6.0;0.0;0.0;0.0;0.0;10.0;13.0;5.0;14.0;1.0;0.0;0.0;0.0;0.0;4.0;10.0;16.0;8.0;0.0;8.0;-0.0978453986625207;2.225788153575126
0.0;0.0;6.0;16.0;16.0;16.0;12.0;0.0;0.0;0.0;13.0;10.0;8.0;16.0;5.0;0.0;0.0;1.0;15.0;1.0;9.0;12.0;0.0;0.0;0.0;0.0;4.0;0.0;13.0;7.0;0.0;0.0;0.0;0.0;10.0;16.0;16.0;16.0;9.0;0.0;0.0;0.0;7.0;14.0;12.0;8.0;3.0;0.0;0.0;0.0;3.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;8.0;15.0;0.0;0.0;0.0;0.0;7.0;-14.078830179952966;-24.837140828591608
0.0;0.0;7.0;16.0;15.0;4.0;0.0;0.0;0.0;0.0;3.0;13.0;4.0;2.0;0.0;0.0;0.0;0.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;16.0;13.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;11.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;13.0;6.0;0.0;0.0;0.0;0.0;6.0;16.0;14.0;0.0;0.0;0.0;5.0;-11.286711463272663;36.86856238506691
0.0;0.0;1.0;14.0;13.0;4.0;0.0;0.0;0.0;3.0;15.0;12.0;11.0;15.0;0.0;0.0;0.0;8.0;11.0;1.0;7.0;13.0;0.0;0.0;0.0;1.0;13.0;14.0;16.0;1.0;0.0;0.0;0.0;0.0;0.0;14.0;13.0;14.0;2.0;0.0;0.0;0.0;2.0;12.0;0.0;9.0;8.0;0.0;0.0;0.0;3.0;13.0;4.0;12.0;6.0;0.0;0.0;0.0;0.0;9.0;14.0;13.0;1.0;0.0;8.0;-13.408456182832875;7.6447688946462256
0.0;0.0;8.0;12.0;11.0;6.0;0.0;0.0;0.0;0.0;8.0;16.0;16.0;13.0;2.0;0.0;0.0;2.0;14.0;16.0;16.0;14.0;2.0;0.0;0.0;2.0;13.0;16.0;16.0;8.0;0.0;0.0;0.0;4.0;16.0;16.0;16.0;8.0;0.0;0.0;0.0;4.0;16.0;16.0;16.0;10.0;0.0;0.0;0.0;1.0;11.0;16.0;16.0;8.0;0.0;0.0;0.0;0.0;4.0;11.0;12.0;7.0;0.0;0.0;1.0;5.105615248693261;9.224275966705234
0.0;0.0;1.0;8.0;15.0;11.0;3.0;0.0;0.0;0.0;11.0;12.0;9.0;14.0;11.0;0.0;0.0;2.0;14.0;0.0;0.0;13.0;6.0;0.0;0.0;7.0;15.0;8.0;12.0;9.0;0.0;0.0;0.0;0.0;6.0;13.0;16.0;8.0;0.0;0.0;0.0;0.0;0.0;13.0;9.0;15.0;4.0;0.0;0.0;0.0;0.0;16.0;8.0;14.0;3.0;0.0;0.0;0.0;0.0;11.0;15.0;8.0;0.0;0.0;8.0;-12.350692653257097;1.3468175190303762
0.0;0.0;0.0;5.0;14.0;0.0;0.0;0.0;0.0;0.0;1.0;15.0;13.0;0.0;0.0;0.0;0.0;0.0;9.0;16.0;13.0;0.0;0.0;0.0;0.0;5.0;16.0;15.0;13.0;0.0;0.0;0.0;0.0;8.0;16.0;16.0;16.0;15.0;9.0;0.0;0.0;0.0;4.0;10.0;14.0;8.0;5.0;0.0;0.0;0.0;0.0;8.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;10.0;0.0;0.0;0.0;4.0;30.25561893715928;-10.800268995729365
0.0;0.0;0.0;1.0;14.0;5.0;0.0;0.0;0.0;0.0;0.0;11.0;11.0;0.0;0.0;0.0;0.0;0.0;9.0;12.0;1.0;0.0;0.0;0.0;0.0;5.0;15.0;1.0;0.0;2.0;4.0;0.0;0.0;14.0;7.0;0.0;0.0;13.0;10.0;0.0;0.0;15.0;16.0;16.0;16.0;16.0;5.0;0.0;0.0;3.0;8.0;8.0;15.0;10.0;0.0;0.0;0.0;0.0;0.0;3.0;15.0;2.0;0.0;0.0;4.0;34.88155520895038;-7.573781998768319
0.0;0.0;10.0;16.0;14.0;6.0;0.0;0.0;0.0;0.0;16.0;8.0;6.0;16.0;3.0;0.0;0.0;0.0;9.0;5.0;0.0;13.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;8.0;0.0;0.0;0.0;0.0;0.0;4.0;16.0;2.0;0.0;0.0;0.0;0.0;0.0;13.0;11.0;0.0;0.0;0.0;0.0;2.0;9.0;16.0;10.0;6.0;1.0;0.0;0.0;12.0;16.0;14.0;13.0;16.0;8.0;2.0;24.74700493079481;25.066569579843303
0.0;0.0;9.0;14.0;14.0;3.0;0.0;0.0;0.0;4.0;13.0;1.0;4.0;11.0;0.0;0.0;0.0;1.0;14.0;1.0;11.0;7.0;6.0;0.0;0.0;0.0;15.0;13.0;9.0;12.0;3.0;0.0;0.0;0.0;1.0;14.0;14.0;0.0;0.0;0.0;0.0;0.0;5.0;14.0;12.0;0.0;0.0;0.0;0.0;0.0;12.0;1.0;9.0;5.0;0.0;0.0;0.0;0.0;11.0;12.0;13.0;3.0;0.0;0.0;8.0;-3.4176245543549912;20.263328086135008
0.0;0.0;12.0;16.0;16.0;16.0;15.0;0.0;0.0;0.0;3.0;4.0;2.0;8.0;15.0;0.0;0.0;0.0;0.0;2.0;4.0;11.0;11.0;0.0;0.0;0.0;6.0;15.0;16.0;16.0;12.0;0.0;0.0;0.0;5.0;6.0;15.0;7.0;2.0;0.0;0.0;0.0;0.0;10.0;13.0;0.0;0.0;0.0;0.0;0.0;4.0;16.0;2.0;0.0;0.0;0.0;0.0;0.0;14.0;11.0;0.0;0.0;0.0;0.0;7.0;-18.524608522651555;-15.813540618347858
0.0;0.0;1.0;13.0;2.0;0.0;0.0;0.0;0.0;0.0;9.0;14.0;2.0;0.0;0.0;0.0;0.0;3.0;16.0;7.0;0.0;0.0;0.0;0.0;0.0;3.0;16.0;7.0;0.0;0.0;0.0;0.0;0.0;5.0;16.0;16.0;8.0;1.0;0.0;0.0;0.0;3.0;15.0;11.0;14.0;13.0;2.0;0.0;0.0;0.0;10.0;16.0;10.0;16.0;15.0;0.0;0.0;0.0;1.0;10.0;14.0;12.0;7.0;0.0;6.0;33.93636321134562;-30.66879952838839
0.0;0.0;7.0;16.0;12.0;0.0;0.0;0.0;0.0;1.0;16.0;7.0;13.0;3.0;0.0;0.0;0.0;0.0;15.0;2.0;10.0;6.0;0.0;0.0;0.0;0.0;4.0;0.0;12.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;13.0;0.0;0.0;0.0;0.0;0.0;6.0;15.0;14.0;8.0;7.0;1.0;0.0;0.0;6.0;13.0;12.0;12.0;15.0;12.0;2.0;26.922913535615898;27.66040098133607
0.0;0.0;2.0;16.0;13.0;0.0;0.0;0.0;0.0;0.0;4.0;16.0;15.0;0.0;0.0;0.0;0.0;0.0;4.0;16.0;12.0;0.0;0.0;0.0;0.0;0.0;7.0;16.0;10.0;0.0;0.0;0.0;0.0;0.0;5.0;16.0;9.0;0.0;0.0;0.0;0.0;0.0;7.0;16.0;7.0;0.0;0.0;0.0;0.0;0.0;3.0;16.0;9.0;0.0;0.0;0.0;0.0;0.0;1.0;12.0;15.0;0.0;0.0;0.0;1.0;13.377691856492122;12.914510396232888
0.0;0.0;2.0;10.0;16.0;13.0;0.0;0.0;0.0;3.0;16.0;8.0;2.0;16.0;1.0;0.0;0.0;8.0;13.0;0.0;2.0;16.0;6.0;0.0;0.0;6.0;16.0;12.0;16.0;16.0;7.0;0.0;0.0;0.0;2.0;4.0;8.0;12.0;1.0;0.0;0.0;0.0;0.0;1.0;15.0;3.0;0.0;0.0;0.0;0.0;0.0;9.0;10.0;0.0;0.0;0.0;0.0;0.0;1.0;16.0;3.0;0.0;0.0;0.0;9.0;-12.137170241634433;-7.0794252348540665
0.0;6.0;16.0;16.0;15.0;7.0;0.0;0.0;0.0;2.0;11.0;12.0;16.0;16.0;5.0;0.0;0.0;0.0;0.0;0.0;14.0;15.0;2.0;0.0;0.0;0.0;0.0;1.0;16.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;16.0;9.0;0.0;0.0;0.0;3.0;7.0;12.0;16.0;7.0;0.0;0.0;3.0;16.0;16.0;15.0;11.0;1.0;0.0;3.0;-37.332962060736286;-3.2957208440635504
0.0;0.0;6.0;15.0;14.0;1.0;0.0;0.0;0.0;0.0;13.0;16.0;16.0;2.0;0.0;0.0;0.0;0.0;3.0;8.0;16.0;2.0;0.0;0.0;0.0;2.0;6.0;12.0;16.0;7.0;2.0;0.0;0.0;13.0;16.0;16.0;16.0;16.0;9.0;0.0;0.0;10.0;13.0;16.0;7.0;1.0;0.0;0.0;0.0;0.0;6.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;8.0;0.0;0.0;0.0;0.0;7.0;-26.167371944933887;-26.496876050937992
0.0;0.0;5.0;16.0;8.0;0.0;0.0;0.0;0.0;0.0;10.0;5.0;12.0;6.0;0.0;0.0;0.0;4.0;14.0;0.0;2.0;13.0;0.0;0.0;0.0;4.0;10.0;0.0;0.0;9.0;8.0;0.0;0.0;5.0;8.0;0.0;0.0;8.0;8.0;0.0;0.0;2.0;11.0;0.0;0.0;9.0;6.0;0.0;0.0;0.0;15.0;6.0;8.0;15.0;1.0;0.0;0.0;0.0;4.0;13.0;12.0;3.0;0.0;0.0;0.0;-7.617158615847906;-50.05089403788766
0.0;0.0;3.0;12.0;12.0;2.0;0.0;0.0;0.0;0.0;11.0;10.0;7.0;14.0;2.0;0.0;0.0;0.0;11.0;1.0;0.0;8.0;4.0;0.0;0.0;2.0;14.0;2.0;0.0;5.0;7.0;0.0;0.0;8.0;9.0;0.0;0.0;6.0;8.0;0.0;0.0;3.0;13.0;0.0;0.0;12.0;7.0;0.0;0.0;0.0;15.0;6.0;11.0;12.0;0.0;0.0;0.0;0.0;4.0;15.0;11.0;1.0;0.0;0.0;0.0;-4.428704458367919;-49.06008118691032
0.0;0.0;7.0;15.0;16.0;12.0;0.0;0.0;0.0;12.0;16.0;11.0;16.0;13.0;0.0;0.0;0.0;15.0;16.0;16.0;14.0;5.0;0.0;0.0;0.0;8.0;16.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;12.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;13.0;0.0;0.0;0.0;0.0;0.0;2.0;16.0;8.0;0.0;0.0;0.0;0.0;0.0;10.0;12.0;1.0;0.0;0.0;0.0;9.0;-4.149749477746573;33.02933767316876
0.0;0.0;0.0;9.0;16.0;4.0;0.0;0.0;0.0;1.0;9.0;16.0;13.0;2.0;0.0;0.0;0.0;14.0;16.0;14.0;8.0;0.0;0.0;0.0;1.0;15.0;15.0;5.0;16.0;9.0;0.0;0.0;0.0;5.0;16.0;16.0;16.0;8.0;0.0;0.0;0.0;0.0;2.0;13.0;16.0;1.0;0.0;0.0;0.0;0.0;0.0;11.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;13.0;0.0;0.0;0.0;4.0;18.109174900599086;2.7519531738241603
0.0;0.0;5.0;14.0;11.0;1.0;0.0;0.0;0.0;0.0;16.0;10.0;14.0;13.0;0.0;0.0;0.0;0.0;14.0;2.0;8.0;16.0;6.0;0.0;0.0;0.0;12.0;7.0;10.0;16.0;8.0;0.0;0.0;0.0;5.0;16.0;16.0;15.0;8.0;0.0;0.0;1.0;3.0;1.0;2.0;11.0;9.0;0.0;0.0;1.0;15.0;6.0;4.0;12.0;11.0;0.0;0.0;0.0;6.0;16.0;14.0;12.0;3.0;0.0;9.0;-38.15200310143274;21.672666572759933
0.0;0.0;8.0;12.0;5.0;0.0;0.0;0.0;0.0;3.0;16.0;8.0;12.0;1.0;0.0;0.0;0.0;0.0;14.0;0.0;12.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;12.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;12.0;0.0;0.0;0.0;0.0;0.0;5.0;16.0;6.0;4.0;4.0;0.0;0.0;0.0;14.0;16.0;16.0;16.0;14.0;0.0;2.0;23.49389106310401;31.5134298687319
0.0;0.0;6.0;12.0;16.0;10.0;0.0;0.0;0.0;4.0;15.0;8.0;12.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;8.0;0.0;0.0;0.0;0.0;0.0;6.0;14.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;15.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;15.0;5.0;0.0;0.0;0.0;1.0;4.0;5.0;15.0;8.0;0.0;0.0;0.0;5.0;16.0;14.0;9.0;1.0;0.0;3.0;-32.921966977792266;3.0315416331110314
0.0;0.0;3.0;10.0;16.0;16.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;7.0;0.0;0.0;0.0;0.0;0.0;2.0;15.0;4.0;0.0;0.0;0.0;4.0;4.0;12.0;15.0;5.0;0.0;0.0;1.0;15.0;16.0;16.0;9.0;4.0;0.0;0.0;0.0;2.0;11.0;13.0;0.0;0.0;0.0;0.0;0.0;1.0;16.0;5.0;0.0;0.0;0.0;0.0;0.0;3.0;12.0;0.0;0.0;0.0;0.0;7.0;-18.92993929239296;-17.63130289925453
0.0;0.0;9.0;16.0;15.0;3.0;0.0;0.0;0.0;6.0;16.0;11.0;10.0;12.0;0.0;0.0;0.0;7.0;15.0;1.0;1.0;15.0;5.0;0.0;0.0;3.0;16.0;6.0;9.0;16.0;9.0;0.0;0.0;0.0;5.0;11.0;13.0;14.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;11.0;0.0;0.0;0.0;10.0;16.0;16.0;15.0;6.0;0.0;9.0;-39.41515613145896;22.132863434614343
0.0;0.0;5.0;14.0;11.0;0.0;0.0;0.0;0.0;0.0;15.0;16.0;15.0;0.0;0.0;0.0;0.0;0.0;10.0;8.0;16.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;9.0;0.0;0.0;0.0;0.0;0.0;1.0;16.0;3.0;0.0;0.0;0.0;0.0;0.0;8.0;16.0;12.0;11.0;0.0;0.0;0.0;0.0;7.0;16.0;12.0;7.0;0.0;0.0;2.0;17.315759912887792;29.39579721411276
