X0;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X60;X61;X62;X63;target;Y0;Y1
0.0;4.0;13.0;16.0;16.0;15.0;3.0;0.0;0.0;10.0;12.0;7.0;8.0;16.0;8.0;0.0;0.0;0.0;0.0;1.0;12.0;15.0;2.0;0.0;0.0;0.0;0.0;4.0;16.0;10.0;0.0;0.0;0.0;0.0;0.0;8.0;16.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;16.0;10.0;0.0;0.0;0.0;5.0;7.0;4.0;15.0;13.0;0.0;0.0;0.0;5.0;16.0;16.0;16.0;7.0;0.0;0.0;3.0;-0.6500181835650043;0.16900082484991935
0.0;0.0;2.0;12.0;9.0;0.0;0.0;0.0;0.0;0.0;12.0;10.0;1.0;0.0;0.0;0.0;0.0;4.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;9.0;5.0;11.0;8.0;0.0;0.0;0.0;4.0;16.0;14.0;6.0;12.0;5.0;0.0;0.0;0.0;13.0;7.0;0.0;10.0;8.0;0.0;0.0;0.0;3.0;14.0;16.0;16.0;5.0;0.0;6.0;2.17284416749071;0.01232110831400622
0.0;2.0;13.0;16.0;7.0;0.0;0.0;0.0;0.0;12.0;13.0;14.0;13.0;0.0;0.0;0.0;0.0;2.0;0.0;8.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;5.0;0.0;0.0;0.0;0.0;0.0;8.0;15.0;2.0;0.0;0.0;0.0;0.0;0.0;16.0;16.0;16.0;9.0;2.0;0.0;0.0;1.0;16.0;14.0;13.0;16.0;9.0;0.0;2.0;-0.17009291004484933;-0.4782905294927132
0.0;0.0;2.0;12.0;12.0;8.0;1.0;0.0;0.0;0.0;2.0;15.0;16.0;16.0;8.0;0.0;0.0;0.0;5.0;16.0;16.0;14.0;3.0;0.0;0.0;0.0;8.0;16.0;16.0;10.0;0.0;0.0;0.0;3.0;15.0;16.0;13.0;0.0;0.0;0.0;0.0;2.0;14.0;16.0;9.0;0.0;0.0;0.0;0.0;0.0;11.0;16.0;9.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;5.0;0.0;0.0;0.0;1.0;-0.7370337148159118;-1.2001099075008173
0.0;1.0;12.0;12.0;12.0;15.0;6.0;0.0;0.0;1.0;14.0;5.0;5.0;4.0;1.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;16.0;16.0;15.0;8.0;0.0;0.0;0.0;1.0;4.0;4.0;5.0;12.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;4.0;0.0;0.0;2.0;7.0;2.0;10.0;12.0;0.0;0.0;0.0;2.0;16.0;15.0;8.0;1.0;0.0;0.0;5.0;-1.290202986506136;0.5437223540579316
0.0;0.0;0.0;5.0;16.0;8.0;0.0;0.0;0.0;0.0;4.0;16.0;16.0;8.0;0.0;0.0;0.0;2.0;15.0;16.0;16.0;8.0;0.0;0.0;0.0;4.0;8.0;12.0;16.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0;16.0;11.0;0.0;0.0;0.0;0.0;0.0;6.0;16.0;12.0;0.0;0.0;0.0;0.0;0.0;6.0;16.0;15.0;1.0;0.0;0.0;0.0;0.0;4.0;15.0;11.0;2.0;0.0;1.0;1.2861369543485643;-1.467070650813991
0.0;0.0;0.0;9.0;14.0;4.0;0.0;0.0;0.0;0.0;6.0;16.0;12.0;4.0;0.0;0.0;0.0;1.0;16.0;11.0;0.0;0.0;0.0;0.0;0.0;2.0;16.0;7.0;3.0;0.0;0.0;0.0;0.0;4.0;16.0;14.0;16.0;10.0;0.0;0.0;0.0;3.0;16.0;15.0;10.0;16.0;6.0;0.0;0.0;0.0;12.0;16.0;7.0;13.0;9.0;0.0;0.0;0.0;1.0;11.0;16.0;16.0;9.0;0.0;6.0;1.8798068085058537;-0.17350964833842372
0.0;1.0;12.0;16.0;14.0;2.0;0.0;0.0;0.0;7.0;15.0;4.0;13.0;7.0;0.0;0.0;0.0;0.0;2.0;0.0;12.0;7.0;0.0;0.0;0.0;0.0;0.0;6.0;16.0;8.0;0.0;0.0;0.0;0.0;0.0;15.0;13.0;15.0;9.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;15.0;0.0;0.0;0.0;8.0;4.0;1.0;12.0;10.0;0.0;0.0;1.0;13.0;16.0;16.0;13.0;1.0;0.0;3.0;0.3250980709565876;0.07544816229222846
0.0;4.0;15.0;15.0;8.0;0.0;0.0;0.0;0.0;8.0;16.0;16.0;16.0;3.0;0.0;0.0;0.0;1.0;0.0;1.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;6.0;0.0;0.0;0.0;0.0;0.0;3.0;15.0;2.0;0.0;0.0;0.0;0.0;4.0;15.0;16.0;14.0;6.0;0.0;0.0;6.0;16.0;16.0;15.0;11.0;3.0;0.0;0.0;7.0;14.0;11.0;0.0;0.0;0.0;0.0;2.0;-0.2951905286514159;-0.46707017667491973
0.0;0.0;0.0;7.0;16.0;12.0;0.0;0.0;0.0;0.0;7.0;16.0;16.0;12.0;0.0;0.0;0.0;3.0;16.0;16.0;16.0;8.0;0.0;0.0;0.0;7.0;16.0;16.0;16.0;8.0;0.0;0.0;0.0;0.0;0.0;11.0;16.0;12.0;0.0;0.0;0.0;0.0;0.0;7.0;16.0;15.0;0.0;0.0;0.0;0.0;0.0;6.0;16.0;16.0;5.0;0.0;0.0;0.0;0.0;6.0;15.0;15.0;2.0;0.0;1.0;1.282914643126679;-1.4999857752150374
0.0;0.0;1.0;12.0;16.0;14.0;2.0;0.0;0.0;0.0;13.0;11.0;3.0;16.0;5.0;0.0;0.0;4.0;14.0;0.0;0.0;15.0;6.0;0.0;0.0;6.0;12.0;8.0;13.0;16.0;5.0;0.0;0.0;0.0;9.0;12.0;4.0;10.0;8.0;0.0;0.0;0.0;3.0;0.0;0.0;11.0;5.0;0.0;0.0;0.0;16.0;14.0;5.0;15.0;4.0;0.0;0.0;0.0;3.0;12.0;16.0;11.0;1.0;0.0;9.0;0.9220304440714302;-0.30574671058387404
0.0;0.0;1.0;10.0;16.0;8.0;0.0;0.0;0.0;0.0;11.0;13.0;10.0;16.0;0.0;0.0;0.0;0.0;12.0;1.0;4.0;16.0;1.0;0.0;0.0;0.0;1.0;0.0;13.0;7.0;0.0;0.0;0.0;0.0;0.0;9.0;12.0;0.0;0.0;0.0;0.0;2.0;13.0;15.0;1.0;0.0;0.0;0.0;0.0;4.0;15.0;14.0;7.0;4.0;0.0;0.0;0.0;0.0;1.0;11.0;14.0;15.0;5.0;0.0;2.0;0.022513243753089444;-1.1545688267085634
0.0;0.0;9.0;16.0;11.0;1.0;0.0;0.0;0.0;5.0;16.0;10.0;16.0;9.0;0.0;0.0;0.0;6.0;14.0;1.0;9.0;15.0;0.0;0.0;0.0;1.0;15.0;6.0;11.0;16.0;2.0;0.0;0.0;0.0;7.0;16.0;15.0;16.0;7.0;0.0;0.0;0.0;0.0;3.0;1.0;11.0;9.0;0.0;0.0;3.0;14.0;9.0;9.0;14.0;12.0;0.0;0.0;0.0;12.0;16.0;16.0;13.0;3.0;0.0;9.0;0.8650426971706634;-0.2848717087344621
0.0;0.0;4.0;16.0;15.0;4.0;0.0;0.0;0.0;0.0;8.0;16.0;16.0;4.0;0.0;0.0;0.0;0.0;12.0;16.0;13.0;0.0;0.0;0.0;0.0;2.0;16.0;16.0;10.0;0.0;0.0;0.0;0.0;3.0;16.0;16.0;8.0;0.0;0.0;0.0;0.0;2.0;16.0;16.0;12.0;0.0;0.0;0.0;0.0;0.0;9.0;16.0;16.0;4.0;0.0;0.0;0.0;0.0;3.0;12.0;14.0;11.0;0.0;0.0;1.0;-0.7356825714616043;-1.1228200126937629
0.0;0.0;0.0;0.0;9.0;13.0;0.0;0.0;0.0;0.0;0.0;2.0;16.0;16.0;1.0;0.0;0.0;0.0;0.0;5.0;9.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;14.0;0.0;0.0;0.0;0.0;0.0;3.0;15.0;7.0;0.0;0.0;0.0;7.0;16.0;16.0;11.0;0.0;0.0;0.0;0.0;0.0;11.0;14.0;16.0;7.0;3.0;0.0;0.0;0.0;0.0;0.0;9.0;15.0;9.0;0.0;2.0;0.33334570062988317;-1.5044730996951885
0.0;0.0;1.0;10.0;10.0;0.0;0.0;0.0;0.0;1.0;13.0;10.0;1.0;0.0;0.0;0.0;0.0;4.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;11.0;5.0;10.0;11.0;1.0;0.0;0.0;5.0;16.0;13.0;6.0;10.0;8.0;0.0;0.0;0.0;10.0;9.0;0.0;7.0;11.0;0.0;0.0;0.0;1.0;12.0;16.0;14.0;2.0;0.0;6.0;2.197586409225563;0.011419419291036893
0.0;0.0;0.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;3.0;16.0;9.0;0.0;0.0;0.0;0.0;3.0;14.0;10.0;0.0;2.0;0.0;0.0;0.0;10.0;16.0;5.0;7.0;15.0;1.0;0.0;0.0;2.0;11.0;15.0;16.0;13.0;1.0;0.0;0.0;0.0;0.0;7.0;16.0;3.0;0.0;0.0;0.0;0.0;0.0;6.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;16.0;5.0;0.0;0.0;4.0;-0.19534247021957254;2.404274582919682
0.0;1.0;13.0;16.0;16.0;12.0;0.0;0.0;0.0;3.0;12.0;6.0;11.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;12.0;0.0;0.0;0.0;1.0;9.0;15.0;16.0;16.0;9.0;0.0;0.0;2.0;12.0;15.0;14.0;5.0;5.0;0.0;0.0;0.0;5.0;15.0;1.0;0.0;0.0;0.0;0.0;0.0;11.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;3.0;0.0;0.0;0.0;0.0;7.0;-1.7441091724650857;-1.74465903069981
0.0;0.0;11.0;8.0;12.0;5.0;0.0;0.0;0.0;1.0;15.0;11.0;6.0;14.0;2.0;0.0;0.0;4.0;11.0;0.0;0.0;9.0;4.0;0.0;0.0;4.0;8.0;0.0;0.0;8.0;6.0;0.0;0.0;6.0;7.0;0.0;0.0;11.0;3.0;0.0;0.0;5.0;8.0;0.0;5.0;13.0;0.0;0.0;0.0;3.0;13.0;5.0;15.0;3.0;0.0;0.0;0.0;0.0;9.0;14.0;4.0;0.0;0.0;0.0;0.0;0.8320617916426672;1.6846323116182387
0.0;0.0;0.0;2.0;15.0;8.0;0.0;0.0;0.0;0.0;0.0;11.0;16.0;4.0;0.0;0.0;0.0;0.0;9.0;16.0;16.0;0.0;0.0;0.0;0.0;3.0;15.0;16.0;16.0;0.0;0.0;0.0;0.0;12.0;16.0;16.0;16.0;14.0;6.0;0.0;0.0;6.0;12.0;14.0;16.0;12.0;5.0;0.0;0.0;0.0;0.0;8.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;14.0;1.0;0.0;0.0;4.0;-0.23655040493006096;2.366032654786544
0.0;1.0;12.0;16.0;16.0;16.0;4.0;0.0;0.0;4.0;16.0;10.0;4.0;1.0;1.0;0.0;0.0;6.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;16.0;12.0;5.0;0.0;0.0;0.0;0.0;7.0;11.0;11.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;16.0;2.0;0.0;0.0;0.0;0.0;2.0;13.0;10.0;0.0;0.0;0.0;0.0;2.0;16.0;11.0;0.0;0.0;0.0;0.0;5.0;-1.7637024290670151;0.34866720642908977
0.0;0.0;7.0;13.0;16.0;7.0;0.0;0.0;0.0;2.0;16.0;6.0;5.0;12.0;1.0;0.0;0.0;4.0;12.0;0.0;1.0;16.0;4.0;0.0;0.0;1.0;12.0;12.0;13.0;16.0;3.0;0.0;0.0;0.0;0.0;4.0;8.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;13.0;0.0;0.0;0.0;0.0;8.0;3.0;10.0;10.0;0.0;0.0;0.0;0.0;6.0;15.0;15.0;3.0;0.0;0.0;9.0;0.6928994675001007;-0.37595514600381924
0.0;2.0;10.0;15.0;16.0;16.0;14.0;0.0;0.0;7.0;11.0;4.0;6.0;15.0;9.0;0.0;0.0;0.0;0.0;6.0;15.0;12.0;0.0;0.0;0.0;0.0;3.0;16.0;9.0;0.0;0.0;0.0;0.0;0.0;5.0;16.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;15.0;2.0;0.0;0.0;0.0;0.0;1.0;6.0;16.0;2.0;0.0;0.0;0.0;1.0;16.0;16.0;6.0;0.0;0.0;0.0;3.0;-1.1690527286992554;-0.412920053353446
0.0;0.0;16.0;8.0;0.0;0.0;0.0;0.0;0.0;2.0;16.0;13.0;0.0;0.0;0.0;0.0;0.0;2.0;16.0;16.0;6.0;0.0;0.0;0.0;0.0;0.0;8.0;16.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;16.0;2.0;0.0;0.0;0.0;0.0;5.0;12.0;16.0;11.0;8.0;3.0;0.0;0.0;12.0;16.0;16.0;16.0;16.0;9.0;1.0;-0.20873510082392221;0.8327754714146397
0.0;0.0;0.0;3.0;15.0;16.0;1.0;0.0;0.0;0.0;7.0;15.0;16.0;14.0;0.0;0.0;0.0;4.0;16.0;16.0;15.0;13.0;0.0;0.0;0.0;0.0;8.0;2.0;15.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;12.0;0.0;0.0;0.0;0.0;0.0;1.0;16.0;16.0;2.0;0.0;0.0;0.0;0.0;3.0;15.0;13.0;1.0;0.0;1.0;1.4368292400367395;-1.4886107215119462
0.0;0.0;0.0;5.0;14.0;0.0;0.0;0.0;0.0;0.0;1.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;11.0;9.0;0.0;0.0;3.0;0.0;0.0;4.0;14.0;1.0;0.0;8.0;15.0;0.0;0.0;10.0;14.0;12.0;13.0;16.0;6.0;0.0;0.0;5.0;12.0;9.0;11.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;9.0;0.0;0.0;0.0;0.0;0.0;4.0;14.0;1.0;0.0;0.0;4.0;-0.17642686800372218;2.4535924114152126
0.0;0.0;4.0;14.0;16.0;4.0;0.0;0.0;0.0;3.0;16.0;16.0;16.0;6.0;0.0;0.0;0.0;8.0;16.0;12.0;16.0;7.0;0.0;0.0;0.0;3.0;5.0;12.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;12.0;0.0;0.0;0.0;0.0;0.0;6.0;16.0;2.0;0.0;0.0;0.0;0.0;0.0;8.0;16.0;12.0;5.0;1.0;0.0;0.0;0.0;4.0;16.0;16.0;15.0;4.0;0.0;2.0;-0.3281748066557866;-0.6676107945690027
0.0;0.0;0.0;9.0;12.0;0.0;0.0;0.0;0.0;0.0;4.0;16.0;5.0;0.0;1.0;0.0;0.0;2.0;14.0;9.0;0.0;5.0;15.0;1.0;0.0;8.0;16.0;9.0;12.0;16.0;9.0;0.0;0.0;5.0;16.0;13.0;13.0;13.0;0.0;0.0;0.0;0.0;0.0;1.0;15.0;7.0;0.0;0.0;0.0;0.0;0.0;4.0;16.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0;12.0;0.0;0.0;0.0;4.0;-0.12104038460638478;2.3561208866507934
0.0;0.0;0.0;0.0;5.0;15.0;1.0;0.0;0.0;0.0;0.0;0.0;11.0;16.0;1.0;0.0;0.0;0.0;0.0;8.0;15.0;16.0;3.0;0.0;0.0;2.0;13.0;15.0;5.0;16.0;0.0;0.0;0.0;8.0;14.0;2.0;3.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;16.0;1.0;0.0;1.0;1.531099774770245;-1.5087160641647581
0.0;0.0;0.0;6.0;9.0;0.0;0.0;0.0;0.0;0.0;2.0;15.0;8.0;0.0;0.0;0.0;0.0;0.0;4.0;16.0;5.0;0.0;0.0;0.0;0.0;0.0;9.0;12.0;7.0;12.0;2.0;0.0;0.0;0.0;9.0;16.0;15.0;13.0;6.0;0.0;0.0;0.0;13.0;14.0;2.0;13.0;6.0;0.0;0.0;0.0;14.0;15.0;13.0;16.0;4.0;0.0;0.0;0.0;1.0;10.0;16.0;10.0;0.0;0.0;6.0;1.8883948304404798;-0.23459442750428663
0.0;0.0;13.0;14.0;9.0;1.0;0.0;0.0;0.0;5.0;16.0;12.0;12.0;12.0;1.0;0.0;0.0;6.0;16.0;2.0;2.0;16.0;5.0;0.0;0.0;3.0;16.0;5.0;3.0;16.0;9.0;0.0;0.0;0.0;9.0;16.0;16.0;16.0;10.0;0.0;0.0;0.0;0.0;6.0;7.0;15.0;9.0;0.0;0.0;0.0;0.0;0.0;6.0;16.0;5.0;0.0;0.0;0.0;10.0;16.0;16.0;12.0;0.0;0.0;9.0;0.9605382022409859;-0.3148905389912888
0.0;0.0;1.0;14.0;8.0;8.0;1.0;0.0;0.0;0.0;10.0;13.0;8.0;16.0;1.0;0.0;0.0;2.0;16.0;4.0;10.0;11.0;0.0;0.0;0.0;7.0;15.0;6.0;14.0;16.0;13.0;0.0;0.0;3.0;16.0;16.0;15.0;9.0;2.0;0.0;0.0;0.0;3.0;11.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;4.0;-1.6458834517325518;-1.5229850817155102
0.0;0.0;3.0;15.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0;8.0;0.0;0.0;0.0;0.0;0.0;3.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;10.0;11.0;16.0;14.0;1.0;0.0;0.0;2.0;16.0;10.0;4.0;7.0;10.0;0.0;0.0;0.0;15.0;8.0;2.0;12.0;8.0;0.0;0.0;0.0;3.0;12.0;16.0;8.0;0.0;0.0;6.0;2.2229741953348414;0.03054315307946592
0.0;0.0;0.0;11.0;14.0;0.0;0.0;0.0;0.0;0.0;10.0;16.0;4.0;0.0;0.0;0.0;0.0;1.0;15.0;11.0;0.0;0.0;0.0;0.0;0.0;3.0;16.0;12.0;8.0;2.0;0.0;0.0;0.0;7.0;16.0;16.0;12.0;14.0;3.0;0.0;0.0;4.0;16.0;8.0;0.0;10.0;9.0;0.0;0.0;1.0;12.0;15.0;9.0;14.0;10.0;0.0;0.0;0.0;2.0;10.0;13.0;11.0;1.0;0.0;6.0;2.039272544549832;-0.08142599474078596
0.0;0.0;2.0;14.0;15.0;5.0;0.0;0.0;0.0;0.0;10.0;16.0;16.0;15.0;1.0;0.0;0.0;3.0;16.0;10.0;10.0;16.0;4.0;0.0;0.0;5.0;16.0;0.0;0.0;14.0;6.0;0.0;0.0;5.0;16.0;6.0;0.0;12.0;7.0;0.0;0.0;1.0;15.0;13.0;4.0;13.0;6.0;0.0;0.0;0.0;11.0;16.0;16.0;15.0;0.0;0.0;0.0;0.0;2.0;11.0;13.0;4.0;0.0;0.0;0.0;0.838542973337485;1.6976103225193182
0.0;0.0;8.0;14.0;16.0;16.0;2.0;0.0;0.0;0.0;11.0;6.0;7.0;16.0;1.0;0.0;0.0;0.0;0.0;0.0;10.0;12.0;0.0;0.0;0.0;1.0;11.0;16.0;16.0;16.0;12.0;0.0;0.0;2.0;12.0;13.0;13.0;2.0;0.0;0.0;0.0;0.0;1.0;14.0;4.0;0.0;0.0;0.0;0.0;0.0;8.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;7.0;0.0;0.0;0.0;0.0;7.0;-1.8732806510144289;-1.6701354789007385
0.0;0.0;12.0;16.0;14.0;4.0;0.0;0.0;0.0;0.0;8.0;14.0;16.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;10.0;0.0;0.0;0.0;2.0;15.0;16.0;16.0;13.0;3.0;0.0;0.0;1.0;8.0;12.0;15.0;12.0;4.0;0.0;0.0;0.0;2.0;15.0;8.0;0.0;0.0;0.0;0.0;0.0;12.0;13.0;0.0;0.0;0.0;0.0;7.0;-1.7646448369674057;-1.636723270068603
0.0;0.0;4.0;16.0;15.0;2.0;0.0;0.0;0.0;0.0;11.0;16.0;13.0;13.0;0.0;0.0;0.0;1.0;16.0;8.0;1.0;16.0;2.0;0.0;0.0;7.0;16.0;6.0;0.0;11.0;8.0;0.0;0.0;7.0;16.0;4.0;0.0;11.0;8.0;0.0;0.0;4.0;15.0;1.0;1.0;15.0;7.0;0.0;0.0;0.0;13.0;12.0;14.0;15.0;1.0;0.0;0.0;0.0;3.0;14.0;16.0;6.0;0.0;0.0;0.0;0.8561069174279645;1.7829259568224671
