[2025-02-26 04:00:14][MAIN] - Bot is ready.
[2025-02-26 08:28:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:28:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:29:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:29:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:29:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:29:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:29:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:29:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:30:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:30:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:30:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:30:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:30:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:30:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:31:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:31:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:31:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:31:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:31:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:31:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:32:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:32:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:32:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:32:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:32:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:32:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:33:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:33:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:33:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:33:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:33:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:33:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:34:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:34:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:34:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:34:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:34:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:34:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:35:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:35:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:35:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:35:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:35:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:35:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:36:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:36:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:36:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:36:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:36:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:36:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:37:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:37:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:37:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:37:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:37:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:37:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:38:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:38:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:38:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:38:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:38:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:38:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:39:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:39:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:39:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:39:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:39:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:39:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:40:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:40:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:40:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:40:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:40:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:40:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:41:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:41:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:41:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:41:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:41:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:41:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:42:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:42:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:42:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:42:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:42:42][FLASK] - 92.255.57.3 - - [26/Feb/2025 08:42:42] code 400, message Bad HTTP/0.9 request type ('\x03\x00\x00/*à\x00\x00\x00\x00\x00Cookie:')
[2025-02-26 08:42:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:42:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:43:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:43:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:43:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:43:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:43:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:43:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:44:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:44:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:44:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:44:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:44:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:44:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:45:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:45:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:45:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:45:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:45:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:45:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:46:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:46:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:46:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:46:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:46:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:46:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:47:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:47:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:47:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:47:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:47:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:47:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:48:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:48:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:48:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:48:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:48:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:48:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:49:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:49:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:49:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:49:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:49:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:49:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:50:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:50:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:50:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:50:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:50:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:50:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:51:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:51:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:51:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:51:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:51:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:51:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:52:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:52:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:52:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:52:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:52:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:53:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:53:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:53:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:53:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:53:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:53:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:54:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:54:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:54:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:54:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:54:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:54:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:55:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:55:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:55:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:55:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:55:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:55:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:56:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:56:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:56:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:56:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:56:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:56:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:57:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:57:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:57:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:57:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:57:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:57:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:58:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:58:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:58:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:58:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:58:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:58:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:59:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:59:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:59:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:59:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:59:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 08:59:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:00:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:00:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:00:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:00:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:00:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:00:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:01:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:01:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:01:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:01:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:01:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:01:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:02:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:02:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:02:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:02:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:02:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:02:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:03:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:03:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:03:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:03:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:03:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:03:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:04:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:04:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:04:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:04:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:04:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:04:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:05:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:05:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:05:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:05:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:05:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:05:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:06:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:06:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:06:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:06:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:06:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:06:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:07:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:07:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:07:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:07:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:07:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:07:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:08:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:08:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:08:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:08:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:08:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:08:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:09:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:09:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:09:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:09:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:09:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:09:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:10:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:10:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:10:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:10:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:10:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:10:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:11:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:11:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:11:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:11:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:11:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:11:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:12:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:12:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:12:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:12:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:12:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:12:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:13:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:13:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:13:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:13:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:13:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:13:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-26 09:14:05][FLASK] - AUDIO: {'audio': 'pingvol'}
