[2025-02-13 04:00:13][MAIN] - Contacting Arduino..
[2025-02-13 04:00:13][MAIN] - Arduino found!
[2025-02-13 04:00:13][MAIN] - Actuator running.
[2025-02-13 13:28:41][MAIN] - To Arduino: STRIPG4
[2025-02-13 13:28:41][MAIN] - Command STRIPTOPG4 sent
[2025-02-13 13:28:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:28:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:29:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:29:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:29:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:29:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:29:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:29:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:30:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:30:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:30:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:30:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:30:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:31:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:31:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:31:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:31:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:31:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:31:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:32:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:32:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:32:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:32:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:32:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:32:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:33:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:33:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:33:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:33:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:33:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:33:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:34:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:34:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:34:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:34:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:34:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:34:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:35:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:35:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:35:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:35:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:35:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:35:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:36:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:36:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:36:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:36:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:36:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:36:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:37:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:37:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:37:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:37:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:37:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:37:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:38:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:38:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:38:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:38:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:38:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:38:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:39:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:39:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:39:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:39:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:39:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:39:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:40:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:40:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:40:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:40:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:40:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:40:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:41:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:41:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:41:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:41:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:41:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:41:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:42:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:42:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:42:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:42:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:42:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:42:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:43:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:43:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:43:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:43:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:43:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:43:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:44:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:44:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:44:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:44:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:44:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:44:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:45:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:45:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:45:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:45:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:45:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:45:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:46:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:46:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:46:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:46:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:46:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:46:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:47:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:47:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:47:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:47:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:47:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:47:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:48:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:48:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:48:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:48:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:48:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:48:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:49:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:49:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:49:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:49:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:49:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:49:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:50:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:50:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:50:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:50:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:50:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:50:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:51:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:51:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:51:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:51:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:51:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:51:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:52:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:52:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:52:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:52:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:52:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:52:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:53:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:53:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:53:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:53:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:53:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:53:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:54:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:54:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:54:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:54:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:54:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:54:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:55:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:55:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:55:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:55:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:55:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:55:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:56:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:56:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:56:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:56:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:56:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:56:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:57:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:57:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:57:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:57:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:57:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:57:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:58:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:58:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:58:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:58:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:58:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:58:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:59:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:59:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:59:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:59:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:59:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 13:59:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:00:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:00:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:00:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:00:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:00:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:00:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:01:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:01:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:01:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:01:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:01:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:01:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:02:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:02:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:02:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:02:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:02:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:02:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:03:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:03:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:03:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:03:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:03:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:03:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:04:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:04:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:04:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:04:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:04:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:04:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:05:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:05:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:05:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:05:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:05:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:05:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:06:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:06:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:06:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:06:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:06:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:06:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:07:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:07:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:07:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:07:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:07:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:08:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:08:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:08:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:08:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:08:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:08:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:09:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:09:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:09:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:09:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:09:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:09:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:10:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:10:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:10:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:10:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:10:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:10:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:11:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:11:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:11:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:11:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:11:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:11:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:12:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:12:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:12:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:12:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:12:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:12:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:13:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:13:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:13:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:13:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:13:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:13:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:14:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:14:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:14:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:14:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:14:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:14:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:15:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:15:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:15:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:15:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:15:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:15:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:16:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:16:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:16:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:16:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:16:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:16:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:17:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:17:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:17:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:17:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:17:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:17:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:18:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:18:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:18:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:18:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:18:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:18:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:19:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:19:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:19:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:19:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:19:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:19:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:20:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:20:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:20:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:20:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:20:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:20:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 14:21:04][FLASK] - AUDIO: {'audio': 'pingvol'}
